dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/base-dataset/,GraphSAGE,1,50,10,64,0.004295805975788322,0.842387991167311,80,3,20.0,0.0001624254066524345,0.9982051282051282
