dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/paper-graphs/distance-based_10_13_14_35/,GCNWithJK,2,50,10,64,0.0061728540321901995,0.837824219241122,80,3,30.0,0.006547161700430903,0.9169230769230768
