dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/paper-graphs/distance-based_10_13_14_35/,GraphNN,1,50,10,64,0.005966521224284759,0.5833471865444981,80,3,30.0,0.003898239722118976,0.921025641025641
