dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/paper-graphs/distance-based_10_13_14_35/,GCN,1,50,10,64,0.006223547127280829,0.9621580008757771,80,3,30.0,0.007466139565064357,0.8825641025641026
