dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size
pT1_dataset/graphs/paper-graphs/distance-based_10_13_14_35/,GATNet,1,100,10,99.0,0.0026889083120153583,0.965216096337938,40.0,2.0,6.0
