dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/paper-graphs/distance-based_10_13_14_35/,GATNet,2,50,10,64,0.003560011438575234,0.7670643901354282,80,3,10.0,0.009977879434727133,0.9184615384615384
