dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/base-dataset/,GCNWithJK,1,50,10,64,0.0037585425698456677,0.9089375560487424,80,3,20.0,0.00017927905670546456,0.9948717948717949
