dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size
pT1_dataset/graphs/base-dataset/,NMP,1,100,10,33.0,0.002410617317927826,0.9329130140028192,30.0,2.0,6.0
