dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/base-dataset/,GCN,3,50,10,64,0.00046881149748445085,0.8280318972520162,80,3,30.0,0.004459451002319348,0.9728205128205129
