dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size,weight_decay,val_acc
pT1_dataset/graphs/paper-graphs/distance-based_10_13_14_35/,NMP,0,50,10,64,0.006070136245986438,0.9525659377985447,80,3,10.0,0.00030488713198357923,0.9125641025641026
