model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
VGG16_bn,1,50,10,0.00014083481796039557,0.8139126204195855,80,10.0,0.00010574121251711194,0.9933333333333334
