model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
VGG16_bn,0,50,10,0.00010467752934777478,0.7069957743871469,80,30.0,0.0017995014748238953,0.911025641025641
