model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
CNN,1,100,10,0.0003709127155821313,0.8504105832443001,40,3.0,0.00023662454114350308,0.9925641025641025
