model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
CNN,0,100,10,0.000388085601575523,0.918328380024757,40,6.0,0.00010509562925601684,0.8748717948717949
