model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
VGG16_bn_pretrained,1,50,10,0.00013268603447850075,0.8713136515156996,80,30.0,0.000833841970713303,1.0
