model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
VGG16_bn_aug_pretrained,0,50,10,0.00016958935922230652,0.8854484280198579,80,10.0,0.0018648059112191414,0.9830769230769231
