model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
VGG16_bn_aug,3,50,10,0.00013439447142530336,0.6544411396939778,80,20.0,0.009373012005934734,0.9984615384615385
