model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
VGG16_bn_pretrained,2,50,10,0.00013895735313514566,0.6196245205071226,80,20.0,0.0076918302089124925,0.9933333333333334
