model,fold,num_evals,num_runs_per_eval,lr,lr_decay,num_epochs,step_size,weight_decay,val_acc
VGG16_bn_aug_pretrained,2,50,10,0.000102254562401717,0.9931630988965521,80,10.0,0.0009585637984962052,1.0
