dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size
pT1_dataset/graphs/base-dataset/,OwnGraphNN,0,100,10,66.0,0.005538194876224517,0.8869732051981912,20.0,2.0,3.0
