dataset,model,fold,num_evals,num_runs_per_eval,hidden,lr,lr_decay,num_epochs,num_layers,step_size
pT1_dataset/graphs/paper-graphs/distance-based_10_13_14_35/,GraphSAGEWithJK,3,100,10,132.0,0.00015765588178637393,0.9752281151847929,40.0,6.0,6.0
